   1.0000000e+00   1.5000000e+01   3.0000000e+01
   2.0000000e+00  -5.0000000e+00   3.0000000e+01
   3.0000000e+00  -5.0000000e+00   0.0000000e+00
   4.0000000e+00  -2.5000000e+01   0.0000000e+00
   5.0000000e+00  -2.6913418e+01  -9.6193981e+00
   6.0000000e+00  -2.8535534e+01  -8.5355339e+00
   7.0000000e+00  -2.9619398e+01  -6.9134173e+00
   8.0000000e+00  -3.0000000e+01  -5.0000000e+00
   9.0000000e+00  -2.9619398e+01  -3.0865829e+00
   1.0000000e+01  -2.8535534e+01  -1.4644661e+00
   1.1000000e+01  -2.6913418e+01  -3.8060233e-01
   1.2000000e+01  -2.5000000e+01  -1.0000000e+01
   1.3000000e+01   5.0000000e+00  -1.0000000e+01
   1.4000000e+01   5.0000000e+00   2.0000000e+01
   1.5000000e+01   1.3000000e+01   3.0000000e+01
   1.6000000e+01   1.1000000e+01   3.0000000e+01
   1.7000000e+01   9.0000000e+00   3.0000000e+01
   1.8000000e+01   7.0000000e+00   3.0000000e+01
   1.9000000e+01   5.0000000e+00   3.0000000e+01
   2.0000000e+01   3.0000000e+00   3.0000000e+01
   2.1000000e+01   1.0000000e+00   3.0000000e+01
   2.2000000e+01  -1.0000000e+00   3.0000000e+01
   2.3000000e+01  -3.0000000e+00   3.0000000e+01
   2.4000000e+01  -5.0000000e+00   2.8000000e+01
   2.5000000e+01  -5.0000000e+00   2.6000000e+01
   2.6000000e+01  -5.0000000e+00   2.4000000e+01
   2.7000000e+01  -5.0000000e+00   2.2000000e+01
   2.8000000e+01  -5.0000000e+00   2.0000000e+01
   2.9000000e+01  -5.0000000e+00   1.8000000e+01
   3.0000000e+01  -5.0000000e+00   1.6000000e+01
   3.1000000e+01  -5.0000000e+00   1.4000000e+01
   3.2000000e+01  -5.0000000e+00   1.2000000e+01
   3.3000000e+01  -5.0000000e+00   1.0000000e+01
   3.4000000e+01  -5.0000000e+00   8.0000000e+00
   3.5000000e+01  -5.0000000e+00   6.0000000e+00
   3.6000000e+01  -5.0000000e+00   4.0000000e+00
   3.7000000e+01  -5.0000000e+00   2.0000000e+00
   3.8000000e+01  -7.0000000e+00   0.0000000e+00
   3.9000000e+01  -9.0000000e+00   0.0000000e+00
   4.0000000e+01  -1.1000000e+01   0.0000000e+00
   4.1000000e+01  -1.3000000e+01   0.0000000e+00
   4.2000000e+01  -1.5000000e+01   0.0000000e+00
   4.3000000e+01  -1.7000000e+01   0.0000000e+00
   4.4000000e+01  -1.9000000e+01   0.0000000e+00
   4.5000000e+01  -2.1000000e+01   0.0000000e+00
   4.6000000e+01  -2.3000000e+01   0.0000000e+00
   4.7000000e+01   3.0000000e+00  -1.0000000e+01
   4.8000000e+01   1.0000000e+00  -1.0000000e+01
   4.9000000e+01  -1.0000000e+00  -1.0000000e+01
   5.0000000e+01  -3.0000000e+00  -1.0000000e+01
   5.1000000e+01  -5.0000000e+00  -1.0000000e+01
   5.2000000e+01  -7.0000000e+00  -1.0000000e+01
   5.3000000e+01  -9.0000000e+00  -1.0000000e+01
   5.4000000e+01  -1.1000000e+01  -1.0000000e+01
   5.5000000e+01  -1.3000000e+01  -1.0000000e+01
   5.6000000e+01  -1.5000000e+01  -1.0000000e+01
   5.7000000e+01  -1.7000000e+01  -1.0000000e+01
   5.8000000e+01  -1.9000000e+01  -1.0000000e+01
   5.9000000e+01  -2.1000000e+01  -1.0000000e+01
   6.0000000e+01  -2.3000000e+01  -1.0000000e+01
   6.1000000e+01   5.0000000e+00   1.8000000e+01
   6.2000000e+01   5.0000000e+00   1.6000000e+01
   6.3000000e+01   5.0000000e+00   1.4000000e+01
   6.4000000e+01   5.0000000e+00   1.2000000e+01
   6.5000000e+01   5.0000000e+00   1.0000000e+01
   6.6000000e+01   5.0000000e+00   8.0000000e+00
   6.7000000e+01   5.0000000e+00   6.0000000e+00
   6.8000000e+01   5.0000000e+00   4.0000000e+00
   6.9000000e+01   5.0000000e+00   2.0000000e+00
   7.0000000e+01   5.0000000e+00   0.0000000e+00
   7.1000000e+01   5.0000000e+00  -2.0000000e+00
   7.2000000e+01   5.0000000e+00  -4.0000000e+00
   7.3000000e+01   5.0000000e+00  -6.0000000e+00
   7.4000000e+01   5.0000000e+00  -8.0000000e+00
   7.5000000e+01   6.4285712e+00   2.1428572e+01
   7.6000000e+01   7.8571429e+00   2.2857143e+01
   7.7000000e+01   9.2857142e+00   2.4285715e+01
   7.8000000e+01   1.0714286e+01   2.5714285e+01
   7.9000000e+01   1.2142858e+01   2.7142857e+01
   8.0000000e+01   1.3571428e+01   2.8571428e+01
   8.1000000e+01  -2.5569216e+01  -7.4799495e+00
   8.2000000e+01  -2.6812399e+01  -6.6581235e+00
   8.3000000e+01  -2.7837007e+01  -5.6507854e+00
   8.4000000e+01  -2.4993168e+01  -2.9997506e+00
   8.5000000e+01  -6.0740232e+00  -2.5179989e+00
   8.6000000e+01  -3.4120538e+00   6.0653629e+00
   8.7000000e+01  -7.9060102e+00  -2.1646850e+00
   8.8000000e+01   6.9336062e+00   2.8568323e+01
   8.9000000e+01   5.0312228e+00   2.8598368e+01
   9.0000000e+01   3.0751996e+00   2.8357922e+01
   9.1000000e+01   1.0200783e+00   2.8270435e+01
   9.2000000e+01  -1.0074793e+00   2.8154011e+01
   9.3000000e+01  -2.9825332e+00   2.2053007e+01
   9.4000000e+01  -3.1453507e+00   1.9996441e+01
   9.5000000e+01  -3.3800740e+00   1.8021389e+01
   9.6000000e+01  -3.2473075e+00   1.6081007e+01
   9.7000000e+01  -3.2206101e+00   1.4009093e+01
   9.8000000e+01  -3.2703772e+00   1.1955734e+01
   9.9000000e+01  -3.3251550e+00   9.9560938e+00
   1.0000000e+02  -3.3758354e+00   7.9950137e+00
   1.0100000e+02  -3.3890622e+00   4.2070727e+00
   1.0200000e+02  -3.2124169e+00   2.4552603e+00
   1.0300000e+02  -2.8130145e+00   1.0045226e+00
   1.0400000e+02  -9.8590670e+00  -1.9435076e+00
   1.0500000e+02  -1.1825352e+01  -1.8118960e+00
